kalimat,predicted_label
goblok kkb urus polri tni back up kalo tni turun langgar ham kalo peran damai konflik indonesia kudu negara power atas hukum idf militan hamas kalo hukum mati perintah israel,NEGATIVE
hamas ranjang israel erti dunia dukung fanatik buta hamas konflik agama tipu mentah mentah,NEGATIVE
koreksi salah ya bro palestina bagi wilayah gaza west bank perang lawan israel gaza hamas gaza pusat perintah palestina west bank konflik israel palestina arti negara vs teroris media,NEGATIVE
tribun berani fakta berita konflik hamas israel media cenderung provokatif,NEGATIVE
teman konflik israel palestina bisnis pimpin hamas keruk uang jual derita rakyat palestina israel butuh citra dagang senjata butuh cipta perang dagang laku,POSITIVE
israel hamas hamas hamas kek gaada dicall out ajg lu nyalahin hamas mulu krn nyandra org israel tp ga sadar lu lakuin aja udh genosida bom lo jatohin gaza noh itung udh bom konflik afganistan jancokkkkkkk,NEGATIVE
nara sumber siar tv one latah bangun provokasi mengunkan biadab tuding israel thd konflik israel vs hamas smg tv one ganti nama tv biadab nitizen,NEGATIVE
nara sumber siar tv one latah bangun provokasi mengunkan biadab tuding israel thd konflik israel vs hamas smg tv one ganti nama tv biadab nitizen,NEGATIVE
nara sumber siar tv one latah bangun provokasi mengunkan biadab tuding israel thd konflik israel vs hamas smg tv one ganti nama tv biadab nitizen,NEGATIVE
pangeran turki al faisal anggap pahlawan konflik hamas israel,POSITIVE
muslim indonesia pro hamas mau umat katolik indonesia jg dukung hamas fakta suara paus adl seru manusia korban sipil konflik henti ga aja utk israel hamas,NEGATIVE
israel sembunyi bayi jam suami tetangga bunuh milisi hamas konflik israel palestina tewas orang israel orang gaza ribu warga gaza ungsi batas rafah,NEGATIVE
deret serang siber konflik hamas israel ddos retas billboard pro hamas,NEGATIVE
pimpin barat nyaman salah hamas satu sebab konflik israel cek kosong bela re balas dendam yuk pikirin bareng podcast bebas aktif ft,POSITIVE
klub liga prancis sanksi main buntut video konflik israel hamas,NEGATIVE
pancing konflik hamas israel tolakintoleransi tolakterorisme tolakradikalisme,POSITIVE
kualalumpur ikat nasional pn gesa raja malaysia desak tubuh bangsa bangsa satu pbb selesai konflik israel hamas elak ramai nyawa dosa korban,NEGATIVE
kunjung biden redam konflik hamas israel,POSITIVE
konflik israel hamas bikin harga minyak didih brent dekat usd barel,NEGATIVE
rumah sakit jalur gaza serang bom orang nyata tewas israel jalurgaza konflikhamasisrael konflikisraelpalestina palestina,NEGATIVE
harga emas jangka dagang selasa rabu pagi wib konflik israel hamas lanjut,NEGATIVE
konflik israel palestina apa argumen condong pro is hamas debat kecuali mati mati dukung israel tulis bangsa pilih alkitab tolol,NEGATIVE
ri antisipasi krisis imbas konflik hamas israel bisnisupdate update bisnis text,NEGATIVE
tempur israel kelompok hamas lanjut wilayah gaza konflik picu krisis aman manusia iring tambah korban jiwa putus akses bantu korban dampak,NEGATIVE
konflik timur hamas israel pancing khawatir indonesia importir minyak mentah,NEGATIVE
amerika serikat inggris perancis negara anggota uni eropa tolak usul russia china uni emirat arab kait gencat senjata hamas israel konflik senjata gaza pulang ribu warga sipil alam,NEGATIVE
antisemitisme kanada tingkat konflik hamas israel masjid sinagog jaga tempodunia,NEGATIVE
alih opini publik dunia struktur dasar kerangkai bangun konflik palestina israel rezim duduk upaya arah tuduh salah genosida laku sbg akibat tanggap serang lancar hamas,POSITIVE
konflik israel hamas nya putin interest utk campur beliau bilang pasu nya menang ukraina zelensky lupa nato situ suriah tahan,NEGATIVE
lagu we will not go down song for gaza trending konflik palestina israel panas songforgaza palestina hamas israel,NEGATIVE
konflik warga sipil korban israel hamas dua stop nying sulut api kasi warga sipil jd kena imbas trus innalilahi,NEGATIVE
pecah perang israel hamas sorot pimpin dunia raja yordania abdullah ii turut konflik negara timur ambang hancur henti,NEGATIVE
tolol ga hamas kalo israel ga duluan hamas perintah palestine aja tegang perintah palestine sampe konflik senjata kau idiot main,NEGATIVE
oktober anwar el ghazi gantung kelab mainz rana hantar media sosial konflik israel hamas malaysia madani tekad padu penuh harap sahih berita rtm rtm beritartm malaysiamadani,NEGATIVE
tilik dampak konflik hamas israel,POSITIVE
ya gak eskalasi baru dr hamas serang an israel minggu balas deklarasi perang israel negara nato dukung israel dukung mrk ambil tindak utk konflik,NEGATIVE
minyak oil pasok minyak timur ganggu iring konflik israel hamas panas crude oil wti futures usd barel brent oil futures usd barel tradingindonesia gofx komoditas trading futures derivatives,NEGATIVE
bodoh nggak ketulungan udah tau daerah konflik sok ngutuk negara org lu berangkat aj bantu hamas lawan israel emosi lu it salur,POSITIVE
moga konflik gaza kali bani israel dbiarkn kanak besar dlm kabut peperangan kelak generasi waris darah pemuda hamas terus kitar samsara bterusan mahu hidup dlm takut,NEGATIVE
nggak percaya min iran syi ah statement respon konflik hamas israel taqiyyah,NEGATIVE
mesir prancis bahas upaya cegah luas konflik israel hamas tempovideo,POSITIVE
harga emas iring lanjut konflik israel hamas,NEGATIVE
pandang imf soal efek konflik israel hamas indonesia,NEGATIVE
gua ga benar serang hamas tp israel bajing lu munafik kalo liat insiden konflik pekan konflik udh puluh udh arah genosida warga palestina rugi,NEGATIVE
tweeps as desak china pengaruh iran cegah eskalasi konflik timur nasib ribu kerja palestina israel jebak nasib warga israel culik militan hamas simak info,NEGATIVE
israel henti caplok tanah palestina ilegal bangun mukim anda hamas mati laku israel konflik,NEGATIVE
pasar komoditas harga minyak mentah tipis investor ambil sikap wait and see upaya diplomasi as kunjung presiden as joe biden israel cegah konflik timur israel hamas lebar disclaimer on,NEGATIVE
konflik hamas israel hantu usaha asuransi trenasia,NEGATIVE
presiden palestina mahfud abas kutuk serang hamas kpd warga sivil israel wilayah batas israel gaja beliau hamas organisasi sah palestina akibat konflik,NEGATIVE
konflik palestin israel hamas zionis bohong dunia kini mati bohong gaza,NEGATIVE
mui hti fpi ormas islam garis keras hya manfaat situasi konflik hamas vs israel palestinaa bkn agama rebut wilayah,NEGATIVE
presiden palestina kritik serang hamas kpd warga sivil israel pd tgl wilayah batas israel dg gaja beliau hamas organisasi sah palestina akibat ulah konflik letus nkri hm,NEGATIVE
biar lu paham ya hamas serang israel duluan konflik israel vs hamas palestina presiden palestina aja udh bilang hamas tdk presentasi rakyat palestina klo lu dukung rusia hamas beda situ,NEGATIVE
harga minyak mentah imbas intervensi as konflik hamas israel bisnisupdate update bisnis text,NEGATIVE
konflik palestin israel israel nafi bom hospital gaza tuduh hamas dunia kini bom gaza hamas,NEGATIVE
hoax jadul gak hub dg konflik hamas israel,NEGATIVE
konflik palestin israel iran amar lancar tindak dunia kini amar gaza hamas,NEGATIVE
harga emas trader cermat kembang konflik israel hamas jelang kunjung presiden as joe biden israel,POSITIVE
tondano satu sinagoge rumah ibadah anut agama yuda indonesia konflik israel hamas kian panas timbul cemas takut ibadah,NEGATIVE
nali tipu donasi manfaat konflik hamas israel,NEGATIVE
nali tipu donasi manfaat konflik hamas israel,NEGATIVE
nali tipu donasi manfaat konflik hamas israel,NEGATIVE
nali tipu donasi manfaat konflik hamas israel,NEGATIVE
kunjung presiden joe biden israel rabu dukung pimpin faksi senat as israel patuh hukum perang china kirim utus khusus fasilitas gencat senjata konflik israel hamas,POSITIVE
gigih naw cari salah hamas mesti kau google hamas killed civilian haha dasar nak cari point tuduh asas tuh panas konflik palestin israel escalate buat israel,NEGATIVE
wkkwwk otak lu kalibrasi kek konflik israel hamas agama ya gerombol gurun mu orang tentara israel jg muslim,POSITIVE
bandara utama suriah serang israel panas konflik hamas,NEGATIVE
stop sebar hoaks konflik israel palestina tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah america tolakkhilafah,NEGATIVE
hati hati sebar konten konflik israel palestina sosial media tolakintoleransi tolakradikalisme tolakekstremisme kaltarabersatu toleransi israel palestine ham s freepalestine khilafah america tolakkhilafah,NEGATIVE
aktor riz ahmed luap isi hati konflik israel hamas libat warga palestina nyata,POSITIVE
aktor riz ahmed luap isi hati konflik israel hamas libat warga palestina nyata,POSITIVE
pengaruh konflik hamas israel ihsg rekatif batas,NEGATIVE
konflik senjata tentara israel lawan kelompok juang hamas palestina tanda tanda reda,POSITIVE
warga negara palestina kenyam didik ugm yogyakarta mohammed albohisi cerita kondisi keluarga dampak perang israel hamas albohisi kondisi beda konflik,POSITIVE
lelah mantengin x update konflik hamas vs israel relaksasi dg freepalestine,NEGATIVE
menenptkan hamas sebab konflik palestina israel lupa harap damai ditandatanganinya janji oslo ap telah yithzak rabin bunuh yigal amir,NEGATIVE
tanah leluhur palestina pecah negara damai kagak konflik israel gaza mantan wilayah mesir balikin palestina asai teroris cabul hamas keruk donasi petinggi hamas kluarga idup mewah makan donasi qatar,NEGATIVE
as cina kirim utus bantu reda konflik israel hamas tempodunia,POSITIVE
raja yordania ingat timur tepi jurang imbas konflik israel hamas newsupdate update news text,NEGATIVE
riz ahmed israel henti serang bom duduk gaza aktor riz ahmed luap isi hati konflik israel hamas libat warga palestina nyata gt gt detikhot,POSITIVE
pandang teruk gaza sokong serang henti koridor manusia rafah wujud israel gesa gencat senjata hamas cari jalan selesai damai noktah konflik,NEGATIVE
ketua ketua negara anggota badan eu panggil usaha bentuk tuju konflik hamas israel,POSITIVE
serba salah sdh identifikasi bhw hamasterrorist bkn drpd perintah palestina hamas paham pd ikhwanul muslimin bgmn jg jajah atas dunia wajib hapus israel hrs bela jgn kecoh konflik,NEGATIVE
irgc iran uji konflik isis hizbullah proksi iran uji konflik selatan israel houthi hasd al shaabi irak uji senjata hamas sokong iran,NEGATIVE
kumpul hadis palestina jelang zaman perang juang hamas palestina israel sorot publik konflik makan korban ribu anak anak orang dewasa ikut ragam palestina via,POSITIVE
pecah konflik hamas vs israel mer c tim medis indonesia upaya selamat korban jalur gaza,NEGATIVE
konflik palestina israel panas dosen unair respon eksistensi hamas bangsa konflik palestina israel panas akibat serang hamas palestina israel wilayah selatan pendidikankesehatan fisipunair via,NEGATIVE
video bantu mesir gaza konflik hamas israel suka nyebar hoax akun banned protes yah dek,NEGATIVE
tiktok blokir live streaming wilayah konflik israel hamas mostupdate,NEGATIVE
konflik israel hamas biden temu netanyahu pimpin arab,POSITIVE
mmg gaya amat konflik an israel tdk henti selagi korban palestina tdk x x lipat biarpun tekan kanan kiri israel gak peduli mati hamas sipil,NEGATIVE
guna tentara as israel konflik militer hamas ubah perang iran,NEGATIVE
mustahak israel tinggal patuh rampas kuasa politik gencat senjata hamas cari resolusi aman tamat konflik terus perdana menteri datuk seri anwar ibrahim,NEGATIVE
beliau kritik israel tinggal patuh politik ampas laksana gencat senjata hamas kejar resolusi aman tamat konflik terus,NEGATIVE
impaknye sokong diri malaysia dlm konflik palestin israel pendek belah barat nak kecam hamas,POSITIVE
konflik palestina israel belah kerah pasu siber perang ranah digital palestina dukung kelompok hamas lancar serang ddos situs web perintah swasta israel,NEGATIVE
konflik israel hamas as kirim tentara,NEGATIVE
menteri negeri kolombia alvaro leyva duta israel tinggal negara konflik negeri zionis kelompok militan hamas bombardir jalur gaza gazagenocide palestinegenocide cawapres mahasiswa uns,POSITIVE
rusia seru resolusi gencat senjata rapat pbb kait konflik hamas israel,NEGATIVE
update konflik israel hamas joe biden israel rencana gencat senjata rusia tolak,NEGATIVE
puluh konflik kelompok palestina hamas pecah spanyol saran israel bawa mahkamah pidana internasional international criminal court icc jahat perang caritau lengkap,NEGATIVE
tiktok tingkat mampu tangan konten konten sesat kandung keras konflik israel hamas,NEGATIVE
konflik fatah hamas palestina orang indonesia seringkali sederhana konflik perang palestina israel pandang prof dr sumanto al qurtuby sikap konflik palestina israel,NEGATIVE
konflik fatah amp hamas palestina orng endonesia seringkali sederhana konflik perang palestina amp israel pandang prof dr sumanto al qurtuby dlm sikap konflik palestina israel,POSITIVE
konflik fatah hamas palestina org indonesia seringkali sederhana sbgi konflik perang palestina israel pandang prof dr sumanto al qurtuby dlam sikap konflik palestina israel,NEGATIVE
konflik fatah hamas palestina orang indonesia seringkali sederhana konflik perang palestina israel pandang prof dr sumanto al qurtuby sikap konflik palestina israel,NEGATIVE
konflik fatah hamas palestina org indonesia seringkali sederhana sbgi konflik perang palestina israel pandang prof dr sumanto al qurtuby dlam sikap konflik palestina israel,NEGATIVE
konflik fatah amp hamas palestina org endonesia seringkali sederhana sbg konflik perang palestina amp israel pandang prof dr sumanto al qurtuby dlam sikap konflik palestina israel,NEGATIVE
konflik fatah hamas palestina orang indonesia seringkali sederhana konflik perang palestina israel pandang prof dr sumanto al qurtuby sikap konflik palestina israel,NEGATIVE
serang skala darat udara laut juang hamas kuasa semenanjung gaza israel subuh oktober raih perhati dunia konflik larut baca sinarharian,POSITIVE
spanyol desak israel seret icc libat jahat perang gaza baca palestina israel alaqsa jalurgaza konflik spanyol hamas freepalestine alqassambrigade benjaminnetanyahu krisiskemanusiaan,NEGATIVE
sepak bola prancis jean clair todibo senin maaf tertawa hening cipta kenang korban konflik hamas israel guru prancis dibunih laga kualifikasi piala eropa pekan sumber,POSITIVE
gerak gerak konflik hamas israel janji miliar tahun desa utang negara aja udah,NEGATIVE
gaza rumah talenta startup teknologi palestina industri hancur akibat konflik hamas israel kumparantech,NEGATIVE
temu dewan aman pbb bahas konflik israel hamas,NEGATIVE
tegang jalur gaza settingan ingat konflik israel hamas jelang pilpres indonesia tegang puncak jelang pilpres israel jadi alat tiongkok oh iya beliau tiongkok,POSITIVE
beliau kritik israel tinggal patuh politik ampas laksana gencat senjata hamas kejar resolusi aman tamat konflik terus,NEGATIVE
siapin kubur karna israel gak henti selagi banding mati gak vs konflik israel mati vs palestina mati suruh hamas bikin anak gak pake pil kb ngentot,NEGATIVE
